#	X	Y
0	0.00000
1	0.00000
2	0.33333
3	0.25000
4	0.40000
5	0.33333
6	0.28571
7	0.37500
8	0.44444
9	0.50000
10	0.45455
11	0.50000
12	0.46154
13	0.42857
14	0.40000
15	0.37500
16	0.35294
17	0.33333
18	0.31579
19	0.30000
20	0.28571
21	0.27273
22	0.26087
23	0.25000
24	0.28000
25	0.26923
26	0.25926
27	0.25000
28	0.24138
29	0.23333
30	0.25806
31	0.25000
32	0.24242
33	0.26471
34	0.25714
35	0.25000
36	0.24324
37	0.23684
38	0.23077
39	0.22500
40	0.21951
41	0.23810
42	0.23256
43	0.25000
44	0.24444
45	0.23913
46	0.23404
47	0.25000
48	0.24490
49	0.24000
50	0.23529
51	0.23077
52	0.22642
53	0.22222
54	0.21818
55	0.21429
56	0.21053
57	0.22414
58	0.23729
59	0.25000
60	0.26230
61	0.25806
62	0.25397
63	0.25000
64	0.26154
65	0.25758
66	0.25373
67	0.25000
68	0.24638
69	0.25714
70	0.26761
71	0.27778
72	0.28767
73	0.29730
74	0.29333
75	0.28947
76	0.28571
77	0.29487
78	0.30380
79	0.30000
80	0.29630
81	0.30488
82	0.30120
83	0.30952
84	0.30588
85	0.31395
86	0.31034
87	0.30682
88	0.30337
89	0.31111
90	0.31868
91	0.32609
92	0.32258
93	0.31915
94	0.32632
95	0.32292
96	0.31959
97	0.31633
98	0.31313
99	0.31000
100	0.30693
101	0.30392
102	0.30097
103	0.29808
104	0.29524
105	0.29245
106	0.28972
107	0.28704
108	0.29358
109	0.29091
110	0.28829
111	0.29464
112	0.29204
113	0.28947
114	0.28696
115	0.28448
116	0.28205
117	0.27966
118	0.27731
119	0.28333
120	0.28099
121	0.27869
122	0.27642
123	0.27419
124	0.27200
125	0.26984
126	0.26772
127	0.26562
128	0.26357
129	0.26923
130	0.26718
131	0.27273
132	0.27068
133	0.26866
134	0.27407
135	0.27206
136	0.27007
137	0.27536
138	0.28058
139	0.27857
140	0.27660
141	0.27465
142	0.27273
143	0.27083
144	0.26897
145	0.26712
146	0.27211
147	0.27027
148	0.26846
149	0.26667
150	0.27152
151	0.26974
152	0.26797
153	0.26623
154	0.26452
155	0.26282
156	0.26115
157	0.25949
158	0.25786
159	0.25625
160	0.25466
161	0.25309
162	0.25153
163	0.25000
164	0.24848
165	0.24699
166	0.24551
167	0.24405
168	0.24852
169	0.24706
170	0.24561
171	0.24419
172	0.24277
173	0.24713
174	0.25143
175	0.25568
176	0.25989
177	0.26404
178	0.26816
179	0.26667
180	0.26519
181	0.26374
182	0.26776
183	0.27174
184	0.27568
185	0.27419
186	0.27273
187	0.27660
188	0.28042
189	0.27895
190	0.28272
191	0.28125
192	0.28497
193	0.28866
194	0.28718
195	0.28571
196	0.28934
197	0.28788
198	0.29146
199	0.29000
200	0.28856
201	0.29208
202	0.29064
203	0.28922
204	0.28780
205	0.28641
206	0.28986
207	0.29327
208	0.29187
209	0.29048
210	0.28910
211	0.28774
212	0.28638
213	0.28505
214	0.28372
215	0.28704
216	0.29032
217	0.28899
218	0.28767
219	0.28636
220	0.28959
221	0.28829
222	0.29148
223	0.29018
224	0.29333
225	0.29204
226	0.29515
227	0.29386
228	0.29258
229	0.29130
230	0.29004
231	0.28879
232	0.29185
233	0.29060
234	0.28936
235	0.28814
236	0.28692
237	0.28571
238	0.28870
239	0.28750
240	0.29046
241	0.29339
242	0.29630
243	0.29918
244	0.29796
245	0.29675
246	0.29960
247	0.30242
248	0.30120
249	0.30000
250	0.30279
251	0.30159
252	0.30040
253	0.29921
254	0.29804
255	0.29688
256	0.29572
257	0.29457
258	0.29344
259	0.29231
260	0.29119
261	0.29389
262	0.29278
263	0.29545
264	0.29434
265	0.29699
266	0.29963
267	0.30224
268	0.30112
269	0.30370
270	0.30627
271	0.30515
272	0.30769
273	0.30657
274	0.30545
275	0.30435
276	0.30325
277	0.30576
278	0.30824
279	0.30714
280	0.30961
281	0.30851
282	0.30742
283	0.30634
284	0.30526
285	0.30420
286	0.30662
287	0.30556
288	0.30450
289	0.30690
290	0.30584
291	0.30479
292	0.30717
293	0.30952
294	0.31186
295	0.31081
296	0.30976
297	0.30872
298	0.31104
299	0.31333
300	0.31561
301	0.31457
302	0.31683
303	0.31579
304	0.31475
305	0.31373
306	0.31270
307	0.31169
308	0.31392
309	0.31290
310	0.31190
311	0.31090
312	0.30990
313	0.30892
314	0.30794
315	0.30696
316	0.30599
317	0.30503
318	0.30408
319	0.30625
320	0.30841
321	0.30745
322	0.30650
323	0.30556
324	0.30769
325	0.30675
326	0.30581
327	0.30488
328	0.30395
329	0.30303
330	0.30211
331	0.30120
332	0.30030
333	0.30240
334	0.30448
335	0.30357
336	0.30564
337	0.30473
338	0.30383
339	0.30294
340	0.30205
341	0.30117
342	0.30029
343	0.29942
344	0.30145
345	0.30347
346	0.30548
347	0.30460
348	0.30372
349	0.30286
350	0.30484
351	0.30682
352	0.30595
353	0.30508
354	0.30423
355	0.30337
356	0.30252
357	0.30168
358	0.30362
359	0.30278
360	0.30194
361	0.30110
362	0.30028
363	0.29945
364	0.29863
365	0.29781
366	0.29700
367	0.29620
368	0.29539
369	0.29730
370	0.29919
371	0.29839
372	0.30027
373	0.29947
374	0.30133
375	0.30319
376	0.30504
377	0.30423
378	0.30343
379	0.30263
380	0.30446
381	0.30366
382	0.30287
383	0.30208
384	0.30390
385	0.30570
386	0.30491
387	0.30412
388	0.30591
389	0.30513
390	0.30435
391	0.30357
392	0.30534
393	0.30711
394	0.30633
395	0.30556
396	0.30479
397	0.30653
398	0.30827
399	0.31000
400	0.30923
401	0.31095
402	0.31266
403	0.31436
404	0.31358
405	0.31281
406	0.31204
407	0.31373
408	0.31540
409	0.31707
410	0.31630
411	0.31553
412	0.31477
413	0.31401
414	0.31325
415	0.31490
