#	X	Y
0	0.00000
1	0.00000
2	0.00000
3	0.00000
4	0.00000
5	0.00000
6	0.00000
7	0.00000
8	0.00000
9	0.00000
10	0.00000
11	0.00000
12	0.07692
13	0.07143
14	0.06667
15	0.06250
16	0.05882
17	0.05556
18	0.05263
19	0.05000
20	0.04762
21	0.04545
22	0.04348
23	0.04167
24	0.04000
25	0.03846
26	0.03704
27	0.03571
28	0.03448
29	0.03333
30	0.03226
31	0.06250
32	0.09091
33	0.08824
34	0.11429
35	0.13889
36	0.16216
37	0.15789
38	0.15385
39	0.15000
40	0.14634
41	0.14286
42	0.16279
43	0.15909
44	0.17778
45	0.19565
46	0.21277
47	0.20833
48	0.20408
49	0.20000
50	0.19608
51	0.19231
52	0.18868
53	0.20370
54	0.21818
55	0.21429
56	0.22807
57	0.22414
58	0.22034
59	0.21667
60	0.21311
61	0.20968
62	0.20635
63	0.20312
64	0.20000
65	0.19697
66	0.19403
67	0.19118
68	0.18841
69	0.18571
70	0.18310
71	0.18056
72	0.17808
73	0.17568
74	0.17333
75	0.17105
76	0.16883
77	0.16667
78	0.16456
79	0.16250
80	0.17284
81	0.17073
82	0.18072
83	0.17857
84	0.17647
85	0.17442
86	0.17241
87	0.17045
88	0.16854
89	0.16667
90	0.16484
91	0.16304
92	0.16129
93	0.17021
94	0.16842
95	0.17708
96	0.17526
97	0.17347
98	0.17172
99	0.17000
100	0.16832
101	0.16667
102	0.16505
103	0.17308
104	0.17143
105	0.16981
106	0.16822
107	0.16667
108	0.16514
109	0.16364
110	0.16216
111	0.16071
112	0.15929
113	0.15789
114	0.15652
115	0.15517
116	0.15385
117	0.15254
118	0.15966
119	0.15833
120	0.15702
121	0.15574
122	0.15447
123	0.15323
124	0.15200
125	0.15079
126	0.14961
127	0.14844
128	0.14729
129	0.14615
130	0.15267
131	0.15152
132	0.15038
133	0.15672
134	0.15556
135	0.15441
136	0.15328
137	0.15217
138	0.15108
139	0.15714
140	0.16312
141	0.16197
142	0.16084
143	0.15972
144	0.15862
145	0.15753
146	0.15646
147	0.16216
148	0.16779
149	0.17333
150	0.17219
151	0.17105
152	0.16993
153	0.16883
154	0.16774
155	0.17308
156	0.17197
157	0.17089
158	0.16981
159	0.16875
160	0.16770
161	0.16667
162	0.16564
163	0.16463
164	0.16364
165	0.16265
166	0.16168
167	0.16071
168	0.15976
169	0.15882
170	0.15789
171	0.15698
172	0.15607
173	0.15517
174	0.15429
175	0.15341
176	0.15254
177	0.15169
178	0.15084
179	0.15000
180	0.14917
181	0.15385
182	0.15301
183	0.15217
184	0.15135
185	0.15591
186	0.16043
187	0.15957
188	0.15873
189	0.15789
190	0.15707
191	0.16146
192	0.16062
193	0.15979
194	0.15897
195	0.16327
196	0.16244
197	0.16667
198	0.16583
199	0.16500
200	0.16915
201	0.16832
202	0.17241
203	0.17157
204	0.17073
205	0.16990
206	0.16908
207	0.16827
208	0.16746
209	0.16667
210	0.16588
211	0.16509
212	0.16432
213	0.16355
214	0.16279
215	0.16204
216	0.16129
217	0.16055
218	0.15982
219	0.16364
220	0.16290
221	0.16216
222	0.16143
223	0.16518
224	0.16444
225	0.16372
226	0.16300
227	0.16667
228	0.17031
229	0.16957
230	0.16883
231	0.17241
232	0.17167
233	0.17094
234	0.17447
235	0.17797
236	0.18143
237	0.18487
238	0.18410
239	0.18750
240	0.18672
241	0.18595
242	0.18519
243	0.18443
244	0.18367
245	0.18699
246	0.18623
247	0.18548
248	0.18474
249	0.18800
250	0.18725
251	0.18651
252	0.18577
253	0.18504
254	0.18431
255	0.18359
256	0.18288
257	0.18217
258	0.18147
259	0.18077
260	0.18008
261	0.17939
262	0.17871
263	0.17803
264	0.18113
265	0.18045
266	0.17978
267	0.17910
268	0.18216
269	0.18148
270	0.18081
271	0.18015
272	0.17949
273	0.18248
274	0.18545
275	0.18478
276	0.18773
277	0.18705
278	0.18638
279	0.18929
280	0.18861
281	0.18794
282	0.18728
283	0.18662
284	0.18596
285	0.18531
286	0.18467
287	0.18750
288	0.19031
289	0.18966
290	0.18900
291	0.19178
292	0.19113
293	0.19048
294	0.18983
295	0.18919
296	0.18855
297	0.18792
298	0.18729
299	0.18667
300	0.18605
301	0.18543
302	0.18482
303	0.18421
304	0.18361
305	0.18301
306	0.18241
307	0.18182
308	0.18123
309	0.18065
310	0.18006
311	0.17949
312	0.17891
313	0.17834
314	0.17778
315	0.17722
316	0.17666
317	0.17610
318	0.17555
319	0.17500
320	0.17445
321	0.17391
322	0.17337
323	0.17284
324	0.17231
325	0.17178
326	0.17125
327	0.17073
328	0.17021
329	0.16970
330	0.16918
331	0.16867
332	0.16817
333	0.16766
334	0.16716
335	0.16964
336	0.16914
337	0.17160
338	0.17109
339	0.17059
340	0.17009
341	0.16959
342	0.16910
343	0.16860
344	0.16812
345	0.16763
346	0.16715
347	0.16954
348	0.17192
349	0.17429
350	0.17379
351	0.17330
352	0.17280
353	0.17232
354	0.17183
355	0.17416
356	0.17647
357	0.17877
358	0.17827
359	0.17778
360	0.17729
361	0.17680
362	0.17631
363	0.17582
364	0.17534
365	0.17486
366	0.17439
367	0.17391
368	0.17615
369	0.17568
370	0.17520
371	0.17473
372	0.17426
373	0.17647
374	0.17600
375	0.17553
376	0.17507
377	0.17460
378	0.17414
379	0.17368
380	0.17323
381	0.17539
382	0.17755
383	0.17969
384	0.17922
385	0.17876
386	0.18088
387	0.18299
388	0.18252
389	0.18205
390	0.18159
391	0.18112
392	0.18066
393	0.18020
394	0.17975
395	0.18182
396	0.18388
397	0.18342
398	0.18296
399	0.18250
400	0.18454
401	0.18408
402	0.18362
403	0.18317
404	0.18272
405	0.18227
406	0.18182
407	0.18137
408	0.18093
409	0.18049
410	0.18005
411	0.17961
412	0.17918
413	0.17874
414	0.17831
415	0.17788
